airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Spicejet,2019-05-03,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3859
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,15:05:00,1120,1.0,No Info,11467
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,05:05:00,1210,1.0,No Info,16736
Air India,2019-03-21,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,6745
Spicejet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,5830
Jet Airways,2019-03-27,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No Info,12074
Air India,2019-03-21,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No Info,5704
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No Info,12692
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,4668
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,In-flight meal not included,10844
Indigo,2019-06-06,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6416
Indigo,2019-06-12,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11118
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,9663
Spicejet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No Info,6309
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Indigo,2019-06-06,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,6938
Spicejet,2019-04-09,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3971
Indigo,2019-06-24,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No Info,3925
Air India,2019-03-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,10598
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,In-flight meal not included,9314
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No Info,9397
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,In-flight meal not included,11134
Multiple Carriers,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,13377
Air India,2019-03-21,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,6383
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2.0,No Info,10929
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:55:00,2345,2.0,No Info,17135
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7354
Air India,2019-03-27,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,2575
Indigo,2019-03-21,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,6893
Indigo,2019-04-21,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-03-15,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No Info,8033
Indigo,2019-04-27,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6937
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,12384
Multiple Carriers,2019-04-09,Delhi,Cochin,07:05:00,18:10:00,665,1.0,No Info,6601
Multiple Carriers,2019-05-09,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,15078
Jet Airways,2019-03-06,Mumbai,Hyderabad,20:45:00,16:50:00,1205,1.0,No Info,19595
Air India,2019-03-09,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,7817
Goair,2019-05-15,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6945
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,10368
Air India,2019-03-21,Banglore,New Delhi,11:50:00,13:00:00,1510,1.0,No Info,5092
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,11467
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9315
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,No Info,15764
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Air India,2019-06-01,Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,8792
Air India,2019-06-03,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10441
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Air Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4107
Air India,2019-06-12,Delhi,Cochin,07:10:00,19:15:00,725,2.0,No Info,12488
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2228
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5192
Multiple Carriers,2019-06-09,Delhi,Cochin,02:15:00,11:30:00,555,1.0,No Info,13587
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,19:45:00,2245,2.0,In-flight meal not included,9296
Vistara,2019-03-12,Mumbai,Hyderabad,07:30:00,19:55:00,745,1.0,No Info,12080
Multiple Carriers,2019-03-21,Delhi,Cochin,15:15:00,01:35:00,620,1.0,No Info,7695
Indigo,2019-04-06,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Spicejet,2019-03-15,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No check-in baggage included,2647
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,No Info,14815
Air India,2019-03-09,Banglore,New Delhi,05:50:00,22:45:00,1015,1.0,No Info,10657
Indigo,2019-06-09,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,6069
Air India,2019-04-09,Delhi,Cochin,13:05:00,07:40:00,1115,2.0,No Info,8577
Indigo,2019-05-06,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,11972
Air India,2019-06-03,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,8586
Indigo,2019-05-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,4392
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,07:40:00,1420,1.0,No Info,22270
Indigo,2019-03-15,Banglore,New Delhi,19:35:00,00:35:00,300,1.0,No Info,10509
Indigo,2019-05-09,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6027
Jet Airways,2019-03-21,Delhi,Cochin,09:40:00,18:50:00,550,2.0,No Info,11702
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,20:20:00,685,1.0,In-flight meal not included,7832
Air India,2019-05-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10178
Jet Airways,2019-06-24,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,12609
Indigo,2019-06-09,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6104
Indigo,2019-03-09,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,4784
Air India,2019-05-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,8425
Jet Airways,2019-06-24,Mumbai,Hyderabad,08:45:00,10:15:00,90,0.0,No Info,8040
Indigo,2019-04-18,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,5740
Air India,2019-05-06,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,22:55:00,355,1.0,No Info,9187
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8610
Air India,2019-03-27,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,5998
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,12819
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,Business class,79512
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,In-flight meal not included,12384
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,6017
Jet Airways,2019-03-18,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,No Info,5678
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,8529
Air Asia,2019-06-27,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6152
Air India,2019-05-01,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No Info,15164
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14571
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,13:20:00,560,1.0,No Info,6305
Jet Airways,2019-06-12,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,6478
Indigo,2019-06-18,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,12242
Spicejet,2019-04-01,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No Info,4649
Indigo,2019-04-06,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,4174
Spicejet,2019-05-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Jet Airways,2019-05-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,5678
Spicejet,2019-03-03,Delhi,Cochin,15:55:00,21:55:00,360,1.0,No Info,11349
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No Info,14629
Air Asia,2019-06-24,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,07:40:00,1420,1.0,No Info,12284
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,12692
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No Info,8085
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,10:05:00,1655,1.0,In-flight meal not included,8586
Indigo,2019-05-12,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,8266
Air India,2019-03-03,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No Info,13002
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Air India,2019-05-18,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,7480
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,11667
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,In-flight meal not included,10844
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No Info,8820
Indigo,2019-03-03,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,14871
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,1790,2.0,No Info,13082
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No Info,14781
Multiple Carriers,2019-06-24,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0.0,No Info,7240
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,In-flight meal not included,8834
Multiple Carriers,2019-03-06,Delhi,Cochin,14:35:00,22:20:00,465,1.0,In-flight meal not included,7563
Jet Airways,2019-05-01,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4030
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1.0,No Info,10842
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,09:00:00,965,1.0,In-flight meal not included,11087
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,10844
Jet Airways,2019-03-09,Delhi,Cochin,21:50:00,18:50:00,1260,1.0,No Info,15764
Air India,2019-05-06,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7480
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,21:20:00,435,1.0,No Info,19225
Air India,2019-06-12,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,8603
Vistara,2019-04-15,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6216
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No Info,14151
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Indigo,2019-05-12,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,3175
Indigo,2019-06-15,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Spicejet,2019-05-21,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Spicejet,2019-06-01,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,5975
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,18:25:00,685,1.0,No Info,26890
Jet Airways,2019-04-09,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Multiple Carriers,2019-06-09,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No Info,6513
Multiple Carriers,2019-06-15,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,7005
Indigo,2019-03-03,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No Info,12214
Indigo,2019-05-09,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5224
Air India,2019-03-21,Banglore,New Delhi,22:00:00,13:20:00,920,1.0,No Info,6955
Air Asia,2019-06-27,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,No Info,19828
Spicejet,2019-05-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,1965
Air Asia,2019-04-21,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,7452
Jet Airways,2019-04-09,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,9483
Jet Airways,2019-05-01,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,15129
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8662
Air India,2019-05-24,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,11201
Indigo,2019-03-21,Delhi,Cochin,10:45:00,21:00:00,615,1.0,No Info,6838
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,9663
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,10:25:00,1665,1.0,No Info,12476
Indigo,2019-05-27,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Air India,2019-03-15,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No Info,7013
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,15428
Indigo,2019-06-15,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Air India,2019-05-03,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6121
Indigo,2019-05-12,Kolkata,Banglore,04:50:00,09:50:00,300,1.0,No Info,4176
Indigo,2019-06-12,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Air India,2019-03-01,Banglore,New Delhi,17:00:00,08:50:00,950,1.0,1 Long layover,10981
Indigo,2019-05-21,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Vistara,2019-03-09,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,7240
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,13941
Air India,2019-06-06,Kolkata,Banglore,09:25:00,21:50:00,745,1.0,No Info,8366
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,3205
Air Asia,2019-06-15,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6853
Air India,2019-05-27,Delhi,Cochin,07:10:00,07:40:00,1470,2.0,No Info,14588
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No Info,8085
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1610,1.0,In-flight meal not included,5963
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,10675
Indigo,2019-06-24,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Goair,2019-06-03,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,4959
Air India,2019-05-18,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8361
Air India,2019-06-09,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No Info,12723
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,9316
Multiple Carriers,2019-06-27,Delhi,Cochin,06:00:00,12:35:00,395,1.0,In-flight meal not included,10791
Spicejet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-03-27,Delhi,Cochin,08:25:00,15:30:00,425,1.0,No Info,8075
Multiple Carriers,2019-06-09,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,7198
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1.0,In-flight meal not included,8824
Air India,2019-06-06,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Indigo,2019-03-09,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,6144
Indigo,2019-06-27,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5198
Spicejet,2019-06-27,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,4319
Indigo,2019-05-03,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Multiple Carriers,2019-03-03,Delhi,Cochin,13:55:00,21:00:00,425,1.0,No Info,17057
Vistara,2019-03-09,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,6741
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1.0,No Info,14781
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,09:30:00,995,1.0,No Info,13817
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,14848
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,14388
Multiple Carriers,2019-05-18,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No Info,11188
Jet Airways,2019-03-27,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12032
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,16:20:00,1235,1.0,In-flight meal not included,10031
Indigo,2019-03-27,Delhi,Cochin,08:35:00,21:20:00,765,2.0,No Info,6494
Indigo,2019-06-09,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,5224
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Vistara,2019-03-15,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,6138
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,No Info,13044
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,No Info,13584
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,16:10:00,550,1.0,No Info,26890
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,No Info,14388
Jet Airways,2019-06-27,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,10262
Goair,2019-03-03,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No Info,6722
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,8529
Spicejet,2019-06-18,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3257
Jet Airways,2019-03-06,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No Info,17024
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,14714
Spicejet,2019-06-03,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Indigo,2019-03-27,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,6316
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,12373
Air India,2019-04-09,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,4729
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,10262
Air India,2019-05-06,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,11701
Spicejet,2019-05-15,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,10:45:00,1655,1.0,No Info,9187
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1.0,No Info,13759
Indigo,2019-06-15,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,5883
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,No Info,13584
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1.0,No Info,14231
Goair,2019-04-12,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,6722
Air India,2019-05-03,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,3100
Multiple Carriers,2019-03-06,Delhi,Cochin,13:55:00,01:35:00,700,1.0,In-flight meal not included,15136
Indigo,2019-05-21,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Air Asia,2019-05-01,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,4409
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,04:25:00,925,1.0,No Info,14714
Spicejet,2019-06-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Jet Airways,2019-06-06,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,In-flight meal not included,10588
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Indigo,2019-05-03,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Air India,2019-03-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,11701
Jet Airways,2019-06-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,8016
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9794
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,13882
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,No Info,14151
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,No Info,12681
Multiple Carriers,2019-03-21,Delhi,Cochin,19:00:00,01:35:00,395,1.0,No Info,10885
Spicejet,2019-06-12,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,7189
Air India,2019-06-09,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No Info,7662
Vistara,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Vistara,2019-04-27,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,5613
Spicejet,2019-03-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3384
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Air India,2019-03-03,Banglore,New Delhi,07:30:00,10:50:00,1640,2.0,No Info,12074
Jet Airways,2019-03-24,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,No Info,5678
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,14151
Indigo,2019-03-24,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No Info,5618
Indigo,2019-06-24,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,13044
Air India,2019-03-01,Banglore,New Delhi,05:50:00,08:50:00,1620,3.0,No Info,13081
Spicejet,2019-06-01,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,4174
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No Info,14388
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,12242
Indigo,2019-03-21,Mumbai,Hyderabad,09:10:00,10:35:00,85,0.0,No Info,4049
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,15339
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9555
Indigo,2019-04-27,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Spicejet,2019-04-06,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4319
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,No Info,14231
Indigo,2019-05-15,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,9187
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0.0,No Info,4409
Air India,2019-06-09,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13033
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1.0,In-flight meal not included,8586
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,8452
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No Info,16274
Jet Airways,2019-05-21,Banglore,Delhi,15:50:00,18:45:00,175,0.0,No Info,7229
Multiple Carriers,2019-05-27,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,7198
Vistara,2019-05-15,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
